IDFactura,Rama,Ciudad,TipoCliente,Genero,ClasificacionProducto,PrecioUnitario,Cantidad,Impuesto5%,MontoVenta,Fecha,Hora,MetodoPago,Costo,PorcentajeGanancia,GananciaNeta,PuntuacionCompra
340-21-9136,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,40.05,4,8.01,168.21,1/25/2019,0.486111111,Efectivo,160.2,4.761904762,8.01,9.7
405-31-3305,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,43.13,10,21.565,452.865,2/2/2019,0.771527778,Tarjeta,431.3,4.761904762,21.565,5.5
731-59-7531,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,72.57,8,29.028,609.588,3/30/2019,0.748611111,Efectivo,580.56,4.761904762,29.028,4.6
676-39-6028,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,64.44,5,16.11,338.31,3/30/2019,0.711111111,Efectivo,322.2,4.761904762,16.11,6.6
502-05-1910,Alex,Yangon,Normal,Masculino,Salud y belleza,65.18,3,9.777,205.317,2/25/2019,0.857638889,Tarjeta,195.54,4.761904762,9.777,6.3
485-30-8700,Alex,Yangon,Normal,Femenino,Entrenamiento y viajes,33.26,5,8.315,174.615,3/18/2019,0.673611111,Tarjeta,166.3,4.761904762,8.315,4.2
598-47-9715,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,84.07,4,16.814,353.094,3/7/2019,0.704166667,Digital,336.28,4.761904762,16.814,4.4
701-69-8742,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,34.37,10,17.185,360.885,3/16/2019,0.424305556,Digital,343.7,4.761904762,17.185,6.7
575-67-1508,Alex,Yangon,Normal,Masculino,Accesorios electronicos,38.6,1,1.93,40.53,1/29/2019,0.476388889,Digital,38.6,4.761904762,1.93,6.7
541-08-3113,Giza,Naypyitaw,Normal,Masculino,Comestibles,65.97,8,26.388,554.148,2/2/2019,0.853472222,Efectivo,527.76,4.761904762,26.388,8.4
246-11-3901,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,32.8,10,16.4,344.4,2/15/2019,0.508333333,Efectivo,328,4.761904762,16.4,6.2
674-15-9296,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,37.14,5,9.285,194.985,1/8/2019,0.545138889,Digital,185.7,4.761904762,9.285,5
305-18-3552,Cairo,Mandalay,Afiliado,Masculino,Articulos para el hogar,60.38,10,30.19,633.99,2/12/2019,0.679861111,Efectivo,603.8,4.761904762,30.19,6
493-65-6248,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,36.98,10,18.49,388.29,1/1/2019,0.825,Tarjeta,369.8,4.761904762,18.49,7
438-01-4015,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,49.49,4,9.898,207.858,3/21/2019,0.642361111,Digital,197.96,4.761904762,9.898,6.6
709-58-4068,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,41.09,10,20.545,431.445,2/28/2019,0.6125,Efectivo,410.9,4.761904762,20.545,7.3
795-49-7276,Alex,Yangon,Normal,Masculino,Accesorios de moda,37.15,4,7.43,156.03,3/23/2019,0.790972222,Digital,148.6,4.761904762,7.43,8.3
556-72-8512,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,22.96,1,1.148,24.108,1/30/2019,0.865972222,Efectivo,22.96,4.761904762,1.148,4.3
627-95-3243,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,77.68,9,34.956,734.076,2/4/2019,0.55625,Digital,699.12,4.761904762,34.956,9.8
686-41-0932,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,34.7,2,3.47,72.87,3/13/2019,0.825,Digital,69.4,4.761904762,3.47,8.2
510-09-5628,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,19.66,10,9.83,206.43,3/15/2019,0.763888889,Tarjeta,196.6,4.761904762,9.83,7.2
608-04-3797,Cairo,Mandalay,Afiliado,Femenino,Salud y belleza,25.32,8,10.128,212.688,3/5/2019,0.85,Digital,202.56,4.761904762,10.128,8.7
148-82-2527,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,12.12,10,6.06,127.26,3/5/2019,0.572222222,Tarjeta,121.2,4.761904762,6.06,8.4
437-53-3084,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,99.89,2,9.989,209.769,2/26/2019,0.491666667,Digital,199.78,4.761904762,9.989,7.1
632-32-4574,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,75.92,8,30.368,637.728,3/20/2019,0.593055556,Efectivo,607.36,4.761904762,30.368,5.5
556-97-7101,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,63.22,2,6.322,132.762,1/1/2019,0.660416667,Efectivo,126.44,4.761904762,6.322,8.5
862-59-8517,Giza,Naypyitaw,Normal,Femenino,Comestibles,90.24,6,27.072,568.512,1/27/2019,0.470138889,Efectivo,541.44,4.761904762,27.072,6.2
401-18-8016,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,98.13,1,4.9065,103.0365,1/21/2019,0.733333333,Efectivo,98.13,4.761904762,4.9065,8.9
420-18-8989,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,51.52,8,20.608,432.768,2/2/2019,0.657638889,Efectivo,412.16,4.761904762,20.608,9.6
277-63-2961,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,73.97,1,3.6985,77.6685,2/3/2019,0.661805556,Tarjeta,73.97,4.761904762,3.6985,5.4
573-98-8548,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,31.9,1,1.595,33.495,1/5/2019,0.527777778,Digital,31.9,4.761904762,1.595,9.1
620-02-2046,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,69.4,2,6.94,145.74,1/27/2019,0.825,Digital,138.8,4.761904762,6.94,9
282-35-2475,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,93.31,2,9.331,195.951,3/25/2019,0.745138889,Efectivo,186.62,4.761904762,9.331,6.3
511-54-3087,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,88.45,1,4.4225,92.8725,2/25/2019,0.691666667,Tarjeta,88.45,4.761904762,4.4225,9.5
726-29-6793,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,24.18,8,9.672,203.112,1/28/2019,0.870833333,Digital,193.44,4.761904762,9.672,9.8
387-49-4215,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,48.5,3,7.275,152.775,1/8/2019,0.534722222,Efectivo,145.5,4.761904762,7.275,6.7
862-17-9201,Cairo,Mandalay,Normal,Femenino,Comestibles,84.05,6,25.215,529.515,1/29/2019,0.45,Tarjeta,504.3,4.761904762,25.215,7.7
291-21-5991,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,61.29,5,15.3225,321.7725,3/29/2019,0.602777778,Efectivo,306.45,4.761904762,15.3225,7
602-80-9671,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,15.95,6,4.785,100.485,2/9/2019,0.71875,Tarjeta,95.7,4.761904762,4.785,5.1
347-72-6115,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,90.74,7,31.759,666.939,1/16/2019,0.752083333,Tarjeta,635.18,4.761904762,31.759,6.2
209-61-0206,Alex,Yangon,Normal,Femenino,Articulos para el hogar,42.91,5,10.7275,225.2775,1/5/2019,0.728472222,Digital,214.55,4.761904762,10.7275,6.1
595-27-4851,Alex,Yangon,Normal,Femenino,Accesorios de moda,54.28,7,18.998,398.958,1/27/2019,0.753472222,Digital,379.96,4.761904762,18.998,9.3
189-52-0236,Alex,Yangon,Normal,Masculino,Accesorios electronicos,99.55,7,34.8425,731.6925,3/14/2019,0.504861111,Efectivo,696.85,4.761904762,34.8425,7.6
503-07-0930,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,58.39,7,20.4365,429.1665,2/23/2019,0.825694444,Tarjeta,408.73,4.761904762,20.4365,8.2
413-20-6708,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,51.47,1,2.5735,54.0435,3/18/2019,0.661111111,Digital,51.47,4.761904762,2.5735,8.5
425-85-2085,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,54.86,5,13.715,288.015,3/29/2019,0.7,Digital,274.3,4.761904762,13.715,9.8
521-18-7827,Giza,Naypyitaw,Afiliado,Masculino,Articulos para el hogar,39.39,5,9.8475,206.7975,1/22/2019,0.865277778,Tarjeta,196.95,4.761904762,9.8475,8.7
220-28-1851,Alex,Yangon,Normal,Masculino,Articulos para el hogar,34.73,2,3.473,72.933,3/1/2019,0.759722222,Digital,69.46,4.761904762,3.473,9.7
600-38-9738,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,71.92,5,17.98,377.58,1/17/2019,0.628472222,Tarjeta,359.6,4.761904762,17.98,4.3
734-91-1155,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,45.71,3,6.8565,143.9865,3/26/2019,0.440277778,Tarjeta,137.13,4.761904762,6.8565,7.7
451-28-5717,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,83.17,6,24.951,523.971,3/20/2019,0.474305556,Efectivo,499.02,4.761904762,24.951,7.3
609-81-8548,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,37.44,6,11.232,235.872,2/6/2019,0.579861111,Tarjeta,224.64,4.761904762,11.232,5.9
133-14-7229,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,62.87,2,6.287,132.027,1/1/2019,0.488194444,Efectivo,125.74,4.761904762,6.287,5
534-01-4457,Alex,Yangon,Normal,Masculino,Comestibles,81.71,6,24.513,514.773,1/27/2019,0.608333333,Tarjeta,490.26,4.761904762,24.513,8
719-89-8991,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,91.41,5,22.8525,479.9025,2/25/2019,0.66875,Digital,457.05,4.761904762,22.8525,7.1
286-62-6248,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,39.21,4,7.842,164.682,1/16/2019,0.835416667,Tarjeta,156.84,4.761904762,7.842,9
339-38-9982,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,59.86,2,5.986,125.706,1/13/2019,0.621527778,Digital,119.72,4.761904762,5.986,6.7
827-44-5872,Cairo,Mandalay,Afiliado,Femenino,Comestibles,54.36,10,27.18,570.78,2/7/2019,0.477777778,Tarjeta,543.6,4.761904762,27.18,6.1
827-77-7633,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,98.09,9,44.1405,926.9505,2/17/2019,0.820138889,Efectivo,882.81,4.761904762,44.1405,9.3
287-83-1405,Alex,Yangon,Normal,Masculino,Salud y belleza,25.43,6,7.629,160.209,2/12/2019,0.792361111,Digital,152.58,4.761904762,7.629,7
435-13-4908,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,86.68,8,34.672,728.112,1/24/2019,0.752777778,Tarjeta,693.44,4.761904762,34.672,7.2
857-67-9057,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,22.95,10,11.475,240.975,2/6/2019,0.805555556,Digital,229.5,4.761904762,11.475,8.2
236-27-1144,Giza,Naypyitaw,Normal,Femenino,Comestibles,16.31,9,7.3395,154.1295,3/26/2019,0.438194444,Digital,146.79,4.761904762,7.3395,8.4
892-05-6689,Alex,Yangon,Normal,Femenino,Articulos para el hogar,28.32,5,7.08,148.68,3/11/2019,0.561111111,Digital,141.6,4.761904762,7.08,6.2
583-41-4548,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,16.67,7,5.8345,122.5245,2/7/2019,0.483333333,Digital,116.69,4.761904762,5.8345,7.4
339-12-4827,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,73.96,1,3.698,77.658,1/5/2019,0.480555556,Tarjeta,73.96,4.761904762,3.698,5
643-38-7867,Alex,Yangon,Normal,Masculino,Articulos para el hogar,97.94,1,4.897,102.837,3/7/2019,0.488888889,Digital,97.94,4.761904762,4.897,6.9
308-81-0538,Alex,Yangon,Normal,Femenino,Accesorios de moda,73.05,4,14.61,306.81,2/25/2019,0.719444444,Tarjeta,292.2,4.761904762,14.61,4.9
358-88-9262,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,87.48,6,26.244,551.124,2/1/2019,0.779861111,Digital,524.88,4.761904762,26.244,5.1
460-35-4390,Alex,Yangon,Normal,Masculino,Articulos para el hogar,30.68,3,4.602,96.642,1/22/2019,0.458333333,Digital,92.04,4.761904762,4.602,9.1
343-87-0864,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,75.88,1,3.794,79.674,1/3/2019,0.4375,Tarjeta,75.88,4.761904762,3.794,7.1
173-50-1108,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,20.18,4,4.036,84.756,2/13/2019,0.509722222,Tarjeta,80.72,4.761904762,4.036,5
243-47-2663,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,18.77,6,5.631,118.251,1/28/2019,0.696527778,Tarjeta,112.62,4.761904762,5.631,5.5
841-18-8232,Cairo,Mandalay,Normal,Femenino,Comestibles,71.2,1,3.56,74.76,1/5/2019,0.861111111,Tarjeta,71.2,4.761904762,3.56,9.2
701-23-5550,Cairo,Mandalay,Afiliado,Masculino,Articulos para el hogar,38.81,4,7.762,163.002,3/19/2019,0.569444444,Digital,155.24,4.761904762,7.762,4.9
647-50-1224,Alex,Yangon,Normal,Femenino,Accesorios de moda,29.42,10,14.71,308.91,1/12/2019,0.682638889,Digital,294.2,4.761904762,14.71,8.9
541-48-8554,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,60.95,9,27.4275,575.9775,1/7/2019,0.505555556,Tarjeta,548.55,4.761904762,27.4275,6
539-21-7227,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,51.54,5,12.885,270.585,1/26/2019,0.739583333,Efectivo,257.7,4.761904762,12.885,4.2
213-32-1216,Alex,Yangon,Normal,Femenino,Accesorios electronicos,66.06,6,19.818,416.178,1/23/2019,0.436111111,Efectivo,396.36,4.761904762,19.818,7.3
747-58-7183,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,57.27,3,8.5905,180.4005,2/9/2019,0.854861111,Digital,171.81,4.761904762,8.5905,6.5
582-52-8065,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,54.31,9,24.4395,513.2295,2/22/2019,0.450694444,Efectivo,488.79,4.761904762,24.4395,8.9
210-57-1719,Cairo,Mandalay,Normal,Femenino,Salud y belleza,58.24,9,26.208,550.368,2/5/2019,0.523611111,Efectivo,524.16,4.761904762,26.208,9.7
399-69-4630,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,22.21,6,6.663,139.923,3/7/2019,0.432638889,Tarjeta,133.26,4.761904762,6.663,8.6
134-75-2619,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,19.32,7,6.762,142.002,3/25/2019,0.785416667,Efectivo,135.24,4.761904762,6.762,6.9
356-44-8813,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,37.48,3,5.622,118.062,1/20/2019,0.572916667,Tarjeta,112.44,4.761904762,5.622,7.7
198-66-9832,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,72.04,2,7.204,151.284,2/4/2019,0.818055556,Efectivo,144.08,4.761904762,7.204,9.5
283-26-5248,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,98.52,10,49.26,1034.46,1/30/2019,0.849305556,Digital,985.2,4.761904762,49.26,4.5
712-39-0363,Alex,Yangon,Afiliado,Masculino,Comestibles,41.66,6,12.498,262.458,1/2/2019,0.641666667,Digital,249.96,4.761904762,12.498,5.6
218-59-9410,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,72.42,3,10.863,228.123,3/29/2019,0.704166667,Digital,217.26,4.761904762,10.863,8.2
174-75-0888,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,21.58,9,9.711,203.931,3/14/2019,0.522222222,Efectivo,194.22,4.761904762,9.711,7.3
866-99-7614,Giza,Naypyitaw,Normal,Masculino,Comestibles,89.2,10,44.6,936.6,2/11/2019,0.654166667,Tarjeta,892,4.761904762,44.6,4.4
134-54-4720,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,42.42,8,16.968,356.328,1/30/2019,0.581944444,Digital,339.36,4.761904762,16.968,5.7
760-90-2357,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,74.51,6,22.353,469.413,3/20/2019,0.630555556,Digital,447.06,4.761904762,22.353,5
514-37-2845,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,99.25,2,9.925,208.425,3/20/2019,0.543055556,Efectivo,198.5,4.761904762,9.925,9
698-98-5964,Alex,Yangon,Normal,Femenino,Comestibles,81.21,10,40.605,852.705,1/17/2019,0.542361111,Tarjeta,812.1,4.761904762,40.605,6.3
718-57-9773,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,49.33,10,24.665,517.965,2/3/2019,0.694444444,Tarjeta,493.3,4.761904762,24.665,9.4
651-88-7328,Alex,Yangon,Normal,Femenino,Accesorios de moda,65.74,9,29.583,621.243,1/1/2019,0.579861111,Efectivo,591.66,4.761904762,29.583,7.7
241-11-2261,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,79.86,7,27.951,586.971,1/10/2019,0.439583333,Tarjeta,559.02,4.761904762,27.951,5.5
408-26-9866,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,73.98,7,25.893,543.753,3/2/2019,0.695833333,Digital,517.86,4.761904762,25.893,4.1
834-83-1826,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,82.04,5,20.51,430.71,2/25/2019,0.719444444,Tarjeta,410.2,4.761904762,20.51,7.6
343-61-3544,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,26.67,10,13.335,280.035,1/29/2019,0.491666667,Efectivo,266.7,4.761904762,13.335,8.6
239-48-4278,Alex,Yangon,Afiliado,Masculino,Comestibles,10.13,7,3.5455,74.4555,3/10/2019,0.815972222,Digital,70.91,4.761904762,3.5455,8.3
355-34-6244,Cairo,Mandalay,Normal,Masculino,Comestibles,72.39,2,7.239,152.019,1/13/2019,0.829861111,Tarjeta,144.78,4.761904762,7.239,8.1
550-84-8664,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,85.91,5,21.4775,451.0275,3/22/2019,0.60625,Tarjeta,429.55,4.761904762,21.4775,8.6
339-96-8318,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,81.31,7,28.4585,597.6285,3/1/2019,0.825694444,Digital,569.17,4.761904762,28.4585,6.3
458-61-0011,Cairo,Mandalay,Normal,Masculino,Comestibles,60.3,4,12.06,253.26,2/20/2019,0.779861111,Efectivo,241.2,4.761904762,12.06,5.8
592-34-6155,Giza,Naypyitaw,Normal,Masculino,Comestibles,31.77,4,6.354,133.434,1/14/2019,0.613194444,Digital,127.08,4.761904762,6.354,6.2
797-88-0493,Alex,Yangon,Normal,Femenino,Salud y belleza,64.27,4,12.854,269.934,3/26/2019,0.579166667,Efectivo,257.08,4.761904762,12.854,7.7
207-73-1363,Cairo,Mandalay,Normal,Masculino,Salud y belleza,69.51,2,6.951,145.971,3/1/2019,0.510416667,Digital,139.02,4.761904762,6.951,8.1
390-31-6381,Giza,Naypyitaw,Normal,Masculino,Comestibles,27.22,3,4.083,85.743,1/7/2019,0.525694444,Efectivo,81.66,4.761904762,4.083,7.3
443-82-0585,Alex,Yangon,Afiliado,Femenino,Salud y belleza,77.68,4,15.536,326.256,2/1/2019,0.829166667,Efectivo,310.72,4.761904762,15.536,8.4
339-18-7061,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,92.98,2,9.298,195.258,2/13/2019,0.629166667,Tarjeta,185.96,4.761904762,9.298,8
359-90-3665,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,18.08,4,3.616,75.936,1/14/2019,0.752083333,Tarjeta,72.32,4.761904762,3.616,9.5
375-72-3056,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,63.06,3,9.459,198.639,1/19/2019,0.665277778,Digital,189.18,4.761904762,9.459,7
127-47-6963,Alex,Yangon,Normal,Masculino,Salud y belleza,51.71,4,10.342,217.182,3/9/2019,0.578472222,Tarjeta,206.84,4.761904762,10.342,9.8
278-86-2735,Alex,Yangon,Normal,Femenino,Comestibles,52.34,3,7.851,164.871,3/27/2019,0.585416667,Efectivo,157.02,4.761904762,7.851,9.2
695-28-6250,Alex,Yangon,Normal,Femenino,Entrenamiento y viajes,43.06,5,10.765,226.065,2/4/2019,0.693055556,Digital,215.3,4.761904762,10.765,7.7
379-17-6588,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,59.61,10,29.805,625.905,3/14/2019,0.463194444,Efectivo,596.1,4.761904762,29.805,5.3
227-50-3718,Alex,Yangon,Normal,Masculino,Salud y belleza,14.62,5,3.655,76.755,3/4/2019,0.515972222,Efectivo,73.1,4.761904762,3.655,4.4
302-15-2162,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,46.53,6,13.959,293.139,3/3/2019,0.454166667,Tarjeta,279.18,4.761904762,13.959,4.3
788-07-8452,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,24.24,7,8.484,178.164,1/27/2019,0.734722222,Digital,169.68,4.761904762,8.484,9.4
560-49-6611,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,45.58,1,2.279,47.859,2/7/2019,0.592361111,Efectivo,45.58,4.761904762,2.279,9.8
880-35-0356,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,75.2,3,11.28,236.88,2/5/2019,0.49375,Digital,225.6,4.761904762,11.28,4.8
585-11-6748,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,96.8,3,14.52,304.92,3/15/2019,0.545138889,Efectivo,290.4,4.761904762,14.52,5.3
470-31-3286,Cairo,Mandalay,Normal,Masculino,Salud y belleza,14.82,3,2.223,46.683,3/1/2019,0.479166667,Tarjeta,44.46,4.761904762,2.223,8.7
152-68-2907,Alex,Yangon,Normal,Masculino,Comestibles,52.2,3,7.83,164.43,2/15/2019,0.5625,Tarjeta,156.6,4.761904762,7.83,9.5
123-35-4896,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,46.66,9,20.997,440.937,2/17/2019,0.799305556,Digital,419.94,4.761904762,20.997,5.3
258-69-7810,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,36.85,5,9.2125,193.4625,1/26/2019,0.786805556,Efectivo,184.25,4.761904762,9.2125,9.2
334-64-2006,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,70.32,2,7.032,147.672,3/24/2019,0.598611111,Digital,140.64,4.761904762,7.032,9.6
219-61-4139,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,83.08,1,4.154,87.234,1/23/2019,0.719444444,Digital,83.08,4.761904762,4.154,6.4
881-41-7302,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,64.99,1,3.2495,68.2395,1/26/2019,0.420833333,Tarjeta,64.99,4.761904762,3.2495,4.5
373-09-4567,Giza,Naypyitaw,Normal,Masculino,Comestibles,77.56,10,38.78,814.38,3/14/2019,0.857638889,Digital,775.6,4.761904762,38.78,6.9
642-30-6693,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,54.51,6,16.353,343.413,3/17/2019,0.579166667,Digital,327.06,4.761904762,16.353,7.8
484-22-8230,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,51.89,7,18.1615,381.3915,1/8/2019,0.838888889,Efectivo,363.23,4.761904762,18.1615,4.5
830-58-2383,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,31.75,4,6.35,133.35,2/8/2019,0.643055556,Efectivo,127,4.761904762,6.35,8.6
559-98-9873,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,53.65,7,18.7775,394.3275,2/10/2019,0.538888889,Digital,375.55,4.761904762,18.7775,5.2
544-32-5024,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,49.79,4,9.958,209.118,3/28/2019,0.802777778,Tarjeta,199.16,4.761904762,9.958,6.4
318-12-0304,Alex,Yangon,Normal,Masculino,Accesorios de moda,30.61,1,1.5305,32.1405,1/23/2019,0.513888889,Digital,30.61,4.761904762,1.5305,5.2
349-97-8902,Cairo,Mandalay,Afiliado,Masculino,Comestibles,57.89,2,5.789,121.569,1/17/2019,0.442361111,Digital,115.78,4.761904762,5.789,8.9
421-95-9805,Alex,Yangon,Normal,Femenino,Accesorios electronicos,28.96,1,1.448,30.408,2/7/2019,0.429166667,Tarjeta,28.96,4.761904762,1.448,6.2
277-35-5865,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,98.97,9,44.5365,935.2665,3/9/2019,0.474305556,Efectivo,890.73,4.761904762,44.5365,6.7
789-23-8625,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,93.22,3,13.983,293.643,1/24/2019,0.489583333,Efectivo,279.66,4.761904762,13.983,7.2
284-54-4231,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,80.93,1,4.0465,84.9765,1/19/2019,0.672222222,Tarjeta,80.93,4.761904762,4.0465,9
443-59-0061,Alex,Yangon,Afiliado,Masculino,Comestibles,67.45,10,33.725,708.225,2/3/2019,0.475694444,Digital,674.5,4.761904762,33.725,4.2
509-29-3912,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,38.72,9,17.424,365.904,3/20/2019,0.516666667,Digital,348.48,4.761904762,17.424,4.2
327-40-9673,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,72.6,6,21.78,457.38,1/13/2019,0.827083333,Efectivo,435.6,4.761904762,21.78,6.9
840-19-2096,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,87.91,5,21.9775,461.5275,3/14/2019,0.756944444,Digital,439.55,4.761904762,21.9775,4.4
828-46-6863,Alex,Yangon,Afiliado,Masculino,Comestibles,98.53,6,29.559,620.739,1/23/2019,0.473611111,Tarjeta,591.18,4.761904762,29.559,4
641-96-3695,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,43.46,6,13.038,273.798,2/7/2019,0.746527778,Digital,260.76,4.761904762,13.038,8.5
420-97-3340,Alex,Yangon,Normal,Femenino,Comestibles,71.68,3,10.752,225.792,3/28/2019,0.645833333,Tarjeta,215.04,4.761904762,10.752,9.2
436-54-4512,Alex,Yangon,Afiliado,Femenino,Comestibles,91.61,1,4.5805,96.1905,3/20/2019,0.822222222,Efectivo,91.61,4.761904762,4.5805,9.8
670-79-6321,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,94.59,7,33.1065,695.2365,1/17/2019,0.64375,Tarjeta,662.13,4.761904762,33.1065,4.9
852-62-7105,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,83.25,10,41.625,874.125,1/12/2019,0.475694444,Tarjeta,832.5,4.761904762,41.625,4.4
598-06-7312,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,91.35,1,4.5675,95.9175,2/16/2019,0.654166667,Efectivo,91.35,4.761904762,4.5675,6.8
135-13-8269,Cairo,Mandalay,Afiliado,Femenino,Comestibles,78.88,2,7.888,165.648,1/26/2019,0.669444444,Efectivo,157.76,4.761904762,7.888,9.1
816-57-2053,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,60.87,2,6.087,127.827,3/9/2019,0.525694444,Digital,121.74,4.761904762,6.087,8.7
628-90-8624,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,82.58,10,41.29,867.09,3/14/2019,0.611805556,Efectivo,825.8,4.761904762,41.29,5
856-66-2701,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,53.3,3,7.995,167.895,1/25/2019,0.596527778,Digital,159.9,4.761904762,7.995,7.5
